cliente,equipo,numeroSerie,periodo,prueba,fechaRealizacion,noReporte,resultado,ejecucion,emisor,pruebaDetalle,observaciones,ubicacion,areaPrueba,tecnico,proxima
PCT,PCT-45-044,PCT-24-21502-45-002,ANUAL,LT,11/08/2025,PCT-NDT-1-0045,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 9900K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/08/2026
PCT,PCT-45-044,PCT-24-21502-45-002,POST-TRABAJO,LT,08/08/2025,PCT-NDT-1-0090,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-45-045,PCT-24-21502-45-003,ANUAL,LT,11/08/2025,PCT-NDT-1-0094,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/08/2026
PCT,PCT-45-046,PCT-24-21502-45-004,ANUAL,LT,08/08/2025,PCT-NDT-1-0090,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,08/08/2026
PCT,PCT-45-046,PCT-24-21502-45-004,POST-TRABAJO,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,
PCT,PCT-45-047,PCT-24-21502-45-005,ANUAL,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,09/08/2026
PCT,PCT-45-048,PCT-24-21502-45-006,ANUAL,LT,08/08/2025,PCT-NDT-1-0090,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,08/08/2026
PCT,PCT-45-049,PCT-24-21502-45-007,ANUAL,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,09/08/2026
PCT,PCT-45-050,PCT-24-21502-45-008,ANUAL,LT,08/08/2025,PCT-NDT-1-0090,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,08/08/2026
PCT,PCT-45-051,PCT-24-21502-45-009,ANUAL,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,09/08/2026
PCT,PCT-45-052,PCT-24-21502-45-010,ANUAL,LT,09/08/2025,PCT-NDT-1-0091,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 10000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,09/08/2026
PCT,PCT-45-063,PCT-24-4206-45-001,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-064,PCT-24-4206-45-002,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-065,PCT-24-4206-45-003,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-066,PCT-24-4206-45-004,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-067,PCT-24-4206-45-005,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-068,PCT-24-4206-45-006,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-069,PCT-24-4206-45-007,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-070,PCT-24-4206-45-008,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-071,PCT-24-4206-45-009,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-072,PCT-24-4206-45-010,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-073,PCT-24-4206-45-011,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-074,PCT-24-4206-45-012,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-075,PCT-24-4206-45-013,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-076,PCT-24-4206-45-014,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-077,PCT-24-4206-45-015,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-078,PCT-24-4206-45-016,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-079,PCT-24-4206-45-017,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-080,PCT-24-4206-45-018,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-081,PCT-24-4206-45-019,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-082,PCT-24-4206-45-020,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-083,PCT-24-4206-45-021,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-084,PCT-24-4206-45-022,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-085,PCT-24-4206-45-023,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-086,PCT-24-4206-45-024,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-087,PCT-24-4206-45-025,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-088,PCT-24-4206-45-026,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-089,PCT-24-4206-45-027,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-090,PCT-24-4206-45-028,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-091,PCT-24-4206-45-029,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-092,PCT-24-4206-45-030,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-093,PCT-24-4206-45-031,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-094,PCT-24-4206-45-032,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-095,PCT-24-4206-45-033,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-096,PCT-24-4206-45-034,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-097,PCT-24-4206-45-035,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-098,PCT-24-4206-45-036,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
PCT,PCT-45-099,PCT-24-4206-45-037,ANUAL,LT,11/06/2025,PCT-NDT-1-0013,APROBADA,INTERNO,PCT,,PRUEBA REALIZADA POR 15MIN A 2000K PSI,,CAVIDAD,RUBEN FERNANDO MAGANA CHAN,11/06/2026
